id,aggregate value
1351,"1921-01-01 actor,writer,director Fernando Fern?n G?mez 2007-01-01"
1352,1922-01-01 Barbara Eiler actress 2006-01-01
1353,The Secret Place Adventure 1962-01-01 0 The Secret Place 21 3 60
1354,"1969-01-01 actor,producer,soundtrack Michael Kelly"
1355,"actor,miscellaneous,sound_department 1929-01-01 Michael Forest"
1356,"1943-01-01 Michael Anderson Jr. actor,soundtrack"
1357,Stephen Hammer actor
1358,Abdullah Abbas 1906-01-01 actor 1986-01-01
1359,"Bernard Rothman writer,producer,miscellaneous"
1360,"2011-01-01 1920-01-01 Paul Dickson director,writer,miscellaneous"
1361,Barbara Schmidt actress
1362,30 A Visit to Sao Paolo A Visit to Sao Paolo 0 Drama 6 1958-01-01 4
1363,Lynn Stone 1979-01-01 actress
1364,"director,producer Charles R. Rondeau 1996-01-01 1917-01-01"
1365,"Frances de la Tour actress,soundtrack 1944-01-01"
1366,"1905-01-01 producer,writer,director 1998-01-01 Nat Perrin"
1367,James Baker
1368,"actor,writer,director 1901-01-01 Hugo Haas 1968-01-01"
1369,2 Adventure Open for Diving 1960-01-01 0 1 Open for Diving 60
1370,"Leslie Stevens writer,producer,miscellaneous 1998-01-01 1924-01-01"
1371,"1969-01-01 Dave Lamb actor,writer,miscellaneous"
1372,"producer,miscellaneous,director Gerd Haag"
1373,"1930-01-01 actor,soundtrack James Olson 1999-01-01"
1374,"1926-01-01 Daniel Haller director,art_director,production_designer"
1375,Mort Thompson actor
1376,"1900-01-01 cinematographer,camera_department,miscellaneous 1976-01-01 Ted D. McCord"
1377,"1971-01-01 Moses Chan actor,soundtrack"
1378,30 7 1960-01-01 The Glass Cage 0 Drama 8 The Glass Cage
1379,"director,producer,assistant_director 1907-01-01 1997-01-01 Henry S. Kesler"
1380,"Eric Waldrop actor,producer"
1381,actor 1994-01-01 1919-01-01 Albert Szabo
1382,"Bettina Sch?n 2021-01-01 actress,miscellaneous 1926-01-01"
1383,"miscellaneous,director,writer 1927-01-01 Robert Butler"
1384,"Timothy Van Patten director,actor,producer 1959-01-01"
1385,1 Adventure The Black Pearl The Black Pearl 1962-01-01 0 14
1386,"Fahadh Faasil 1982-01-01 actor,producer"
1387,"1988-01-01 Vladim?r Mens?k 1929-01-01 actor,soundtrack,writer"
1388,"Matt DeCaro actor,assistant_director"
1389,"1994-01-01 writer,actor,producer Douglas Morrow 1913-01-01"
1390,Cl?ment Simounet composer
1391,"Tofig Taghizade 1919-01-01 director,actor,writer 1998-01-01"
1392,"1983-01-01 1918-01-01 director,assistant_director,producer Robert Aldrich"
1393,30 Strange Money 0 Strange Money Drama 11 6 1958-01-01
1394,"Biography,Documentary Marlene Marlene 1984-01-01 94 0"
1395,Rod Campbell actor
1396,"Dominic Frontiere 1931-01-01 music_department,composer,soundtrack 2017-01-01"
1397,Howard Jerome actor
1398,30 2001-01-01 Lente loco 1990-01-01 Lente loco 0
1399,"writer,producer,script_department 1981-01-01 1925-01-01 Allan Balter"
1400,1996-01-01 actor 1909-01-01 Guido Alberti
1401,Henry Silva actor 1928-01-01
1402,"1982-01-01 actor,soundtrack Tom Drake 1918-01-01"
1403,1 Adventure 1960-01-01 Nightmare on Napuka 0 Nightmare on Napuka 15 60
1404,51 House of Cards 2013-01-01 0 House of Cards Drama 2018-01-01
1405,1971-01-01 Paul Sparks actor
1406,1977-01-01 actor Gerhard Just 1904-01-01
1407,"2 21 0 1994-01-01 Animation,Comedy,Fantasy The Avenging Phantom/Myth Conceptions The Avenging Phantom/Myth Conceptions 3"
1408,30 1 Adventure The Wreckers 7 1957-01-01 The Wreckers 0
1409,2 Chapter 22 9 2014-01-01 0 49 Drama Chapter 22
1410,"2003-01-01 1939-01-01 composer,music_department,soundtrack Michael Small"
1411,actress Geraldine Hall 1970-01-01 1905-01-01
1412,"Lola Albright actress,soundtrack 2017-01-01 1924-01-01"
1413,30 1 1954-01-01 The First Man to Ask Her 0 Drama 28 The First Man to Ask Her
1414,B?sta testen: Del 2 B?sta testen: Del 2 0 10 Comedy 2019-01-01 3
1415,Shihui Cheng production_manager
1416,"actor,art_department,camera_department Jackie Russo"
1417,"Gail Mutrux 1945-01-01 producer,miscellaneous,production_manager"
1418,"1932-01-01 actor,soundtrack 1994-01-01 Roy Castle"
1419,actor 1912-01-01 Larry Kerr 1968-01-01
1420,actor 2002-01-01 Guy Stockwell 1933-01-01
1421,Jussara Barros
1422,1921-01-01 actor Gene Lyons 1974-01-01
1423,"Beth Chalmers actress,writer,producer"
1424,Bruce Wendell actor 1914-01-01
1425,Pio Del Rio
1426,"9 Sniper: Part 2 1996-01-01 Crime,Drama,Mystery 0 Sniper: Part 2 4"
1427,1935-01-01 Soumitra Chatterjee actor 2020-01-01
1428,Mark Wall
1429,Fab Freddie g?star Fab Freddie g?star 0 Comedy 2019-01-01 5 3
1430,1988-01-01 Francis De Sales actor 1912-01-01
1431,"Eoghan Harris writer,actor"
1432,"Hiroshi Kamiya actor,soundtrack 1975-01-01"
1433,2 30 1954-01-01 Something About Love 0 Something About Love 12 Drama
1434,"Miyuki Sawashiro actress,soundtrack 1985-01-01"
1435,"actor,producer,miscellaneous 1928-01-01 Martin Landau 2017-01-01"
1436,"1946-01-01 actress,soundtrack Tina Thompson"
1437,"director,writer,cinematographer 1961-01-01 Alejandro Agresti"
1438,"Tara Strong 1973-01-01 actress,music_department,producer"
1439,actress Grace Leonard
1440,writer James L. Henderson
1441,"actor,soundtrack,producer Thiago Fragoso 1981-01-01"
1442,"Laraine Newman 1952-01-01 actress,soundtrack,miscellaneous"
1443,1990-01-01 actor 1909-01-01 Tristram Coffin
1444,"Herbert Jarczyk 1913-01-01 music_department,composer,soundtrack 1968-01-01"
1445,"2 8 21 Growing Pains 0 1994-01-01 Animation,Comedy,Fantasy Growing Pains"
1446,30 1 Adventure 0 Tempest at Teapot Bay 23 Tempest at Teapot Bay 1958-01-01
1447,actor 1955-01-01 Bert Luppes
1448,Yo-won Lee actress 1980-01-01
1449,"composer,music_department,soundtrack Keefus Ciancia"
1450,"Hy Hazell 1919-01-01 1970-01-01 actress,soundtrack"
1451,"1967-01-01 Eric Quizon actor,director,producer"
1452,"producer,writer,miscellaneous 1910-01-01 2002-01-01 Bert Granet"
1453,"1977-01-01 actress,producer Kelly Reilly"
1454,"1966-01-01 Deborah Goodwin writer,director,producer"
1455,"1977-01-01 actor,director,production_designer 1905-01-01 Karl John"
1456,Viktor Rozov writer 2004-01-01 1913-01-01
1457,actor 1941-01-01 2020-01-01 Gary Krawford
1458,Reed Diamond 1967-01-01 actor
1459,1932-01-01 1983-01-01 actress Fay Spain
1460,2000-01-01 1919-01-01 writer Benjamin Masselink
1461,30 My Two Hands 0 My Two Hands Drama 1958-01-01 5 14
1462,1982-01-01 1896-01-01 actor Tito Lusiardo
1463,Emil Knudsen actor
1464,2003-01-01 1921-01-01 actor Charles Bronson
1465,writer Edward Hume
1466,"1917-01-01 1992-01-01 Virginia Field actress,soundtrack"
1467,Ostrich Farmer 1 8 43 Reality-TV 0 2005-01-01 Ostrich Farmer
1468,1977-01-01 actor Ted Stanhope 1902-01-01
1469,Joe Reser
1470,"9 1 Crime,Drama 1974-01-01 0 50% of Normal 50% of Normal 60"
1471,"editorial_department,editor,miscellaneous Ann Marie Sisco"
1472,1999-01-01 Independent Lens Documentary Independent Lens 0
1473,actor Ralph W. Chambers 1892-01-01 1968-01-01
1474,"1971-01-01 producer,director,writer Justin Lin"
1475,"Shaggy Dog, City Goat 1998-01-01 Shaggy Dog, City Goat Crime,Drama,Mystery 0 11 6"
1476,James P. Yarbrough 1962-01-01 director 1918-01-01
1477,"30 1960-01-01 Little Monster, Tall Tales 0 Drama 7 Little Monster, Tall Tales 15"
1478,2 52 2014-01-01 Chapter 19 0 Chapter 19 Drama 6
1479,"1938-01-01 cinematographer,camera_department,actor Dimko Minov"
1480,"producer,miscellaneous,executive Claudia Calvi?o"
1481,Floyd Guillory
1482,"director,assistant_director,producer Kourosh Ataee"
1483,"Alexandre Boechat editor,director,writer"
1484,actor Andy Jennings
1485,"actor,camera_department,miscellaneous 1943-01-01 John Kerry"
1486,Derek Brown
1487,"52 2003-01-01 Be Good, Smile Pretty 0 Documentary Be Good, Smile Pretty 5 5"
1488,"M.E., Myself and I 1996-01-01 Crime,Drama,Mystery 0 5 5 M.E., Myself and I 60"
1489,"1995-01-01 actress,soundtrack,director 1920-01-01 Viveca Lindfors"
1490,writer F.R. Weir
1491,"1996-01-01 1911-01-01 actor,miscellaneous,production_manager Heinz Engelmann"
1492,"Jerome Hairston producer,writer,miscellaneous"
1493,"1 42 Drama,Family,Reality-TV 0 2 2018-01-01 What to Expect When You're Expecting Six Babies What to Expect When You're Expecting Six Babies"
1494,"Gerd Oelschlegel writer,director 1926-01-01 1998-01-01"
1495,Harriet Pratt writer
1496,"Amber McClarin miscellaneous,producer,director"
1497,2009-01-01 1927-01-01 actor Howard Dayton
1498,1896-01-01 Arlene Harris actress 1976-01-01
1499,"1992-01-01 1920-01-01 Bert Grund composer,music_department,actor"
1500,30 0 Drama 1959-01-01 Mr. Wilson's Wife: Part 1 6 26 Mr. Wilson's Wife: Part 1
1501,"Lisa Mariano director,cinematographer"
1502,"Sweet Home Sextuplets Sweet Home Sextuplets 2018-01-01 Drama,Family,Reality-TV 0 60"
1503,actor 2001-01-01 1918-01-01 Mikhail Gluzskiy
1504,actor Iwan Rheon 1985-01-01
1505,Cheryl Callaway 1946-01-01 actress
1506,Megan Montaner 1987-01-01 actress
1507,2 Dirtiest Tools Reality-TV 0 1 2006-01-01 Dirtiest Tools
1508,"Srecko Kovacevic actor,special_effects,camera_department"
1509,1954-01-01 Brigitte Lin actress
1510,30 1 Trial Run Trial Run 0 1 Drama 1953-01-01
1511,"Crime,Drama,Mystery 0 1997-01-01 Diener 5 14 Diener"
1512,"actor,miscellaneous 2020-01-01 Jean-Fran?ois Poron 1936-01-01"
1513,"2009-01-01 1932-01-01 writer,actor Miloslav Svandrl?k"
1514,1966-01-01 actor Don Kelly 1924-01-01
1515,1971-01-01 actor 1895-01-01 Frank Tweddell
1516,"30 1 0 The Sissy 23 The Sissy Adventure,Drama,Family 1961-01-01"
1517,"K?ichi Yamadera 1961-01-01 actor,soundtrack"
1518,30 1 Laughing Boy Laughing Boy 0 12 Drama 1953-01-01
1519,"1 2003-01-01 0 Lord Byron Biography,Comedy,Documentary Lord Byron 1"
1520,"composer,soundtrack,music_department 1993-01-01 Friedrich Meyer 1915-01-01"
1521,Mary Emma Watson actress
1522,1928-01-01 writer Richard Newman 2016-01-01
1523,Padamati Sandhya Ragam 142 1987-01-01 Romance 0 Padamati Sandhya Ragam
1524,Jack Brooks
1525,"1928-01-01 actor,soundtrack 1991-01-01 Kurt Sowinetz"
1526,"sound_department,composer,producer Kurt Vanzo"
1527,Rick Smith
1528,"Ugur I?bak camera_department,cinematographer,assistant_director"
1529,John K. Butler 1964-01-01 1908-01-01 writer
1530,"actress,producer Nicky Guadagni"
1531,Mara Corday 1930-01-01 actress
1532,Benedict Sandiford actor
1533,"1972-01-01 actor,miscellaneous,writer Lee Warburton"
1534,0 Sonnenblumenweg 7 1 Drama 1968-01-01 Sonnenblumenweg 7 6 60
1535,"9 1998-01-01 Kellerman, P.I.: Part 2 Crime,Drama,Mystery 0 Kellerman, P.I.: Part 2 7"
1536,"actor,producer,director 2020-01-01 1925-01-01 Michel Piccoli"
1537,"William Froug producer,writer,miscellaneous 1922-01-01 2013-01-01"
1538,Catherine Lock actress
1539,"actress,soundtrack,producer Sayuri Yoshinaga 1945-01-01"
1540,"Les choses de la vie 1970-01-01 89 0 Drama,Romance The Things of Life"
1541,"2009-01-01 actor,soundtrack 1926-01-01 Paul Burke"
1542,"producer,director,writer Janice L. Platt"
1543,1900-01-01 Joe Evans actor 1973-01-01
1544,30 1 1954-01-01 The New York Story The New York Story 0 23 Drama
1545,"30 1 The Drought 1960-01-01 0 6 The Drought Adventure,Drama,Family"
1546,"2009-01-01 1929-01-01 actress,soundtrack Christine Burke"
1547,"1 Drama,Sport,Western Color Him Lucky 0 Color Him Lucky 1963-01-01 25"
1548,"Kari Skogland director,miscellaneous,producer"
1549,1988-01-01 actress Rin Takanashi
1550,1949-01-01 actor Mike Gwilym
1551,1932-01-01 actor Grant Woods 1968-01-01
1552,Lee Hae-Young actor
1553,30 0 Drama Enter at Your Own Risk 8 1961-01-01 Enter at Your Own Risk 14
1554,"editor,editorial_department,production_manager Stephen Lawrence"
1555,"Brad Abrell 1965-01-01 actor,miscellaneous"
1556,1935-01-01 Erika Peters actress
1557,2 100th Dirty Job Special Reality-TV 88 0 22 2006-01-01 100th Dirty Job Special
1558,"2002-01-01 1931-01-01 director,writer,producer Herbert Vesely"
1559,"2001-01-01 1 Eeny, Meeny, Murder, Moe 0 Eeny, Meeny, Murder, Moe 6 Action,Drama,Mystery"
1560,"30 Three and Two, Please 0 Three and Two, Please Drama 1956-01-01 16 4"
1561,"9 Control 1996-01-01 Crime,Drama,Mystery 0 5 Control"
1562,2 Reality-TV 0 Jobs That Bite Harder 2006-01-01 17 Jobs That Bite Harder
1563,"2 1999-01-01 Action,Adventure,Animation A Model Top Model 0 11 A Model Top Model"
1564,57 0 Drama 10 2015-01-01 Chapter 36 Chapter 36 3
1565,"director,producer,writer Bruce Pittman 1950-01-01"
1566,Vicente Padula actor 1967-01-01 1898-01-01
1567,1985-01-01 1916-01-01 actor Sidney Clute
1568,Robert Espinosa
1569,"1977-01-01 art_department,production_designer,costume_designer Yuri Volchanetsky 1919-01-01"
1570,"2003-01-01 1935-01-01 actress,soundtrack,miscellaneous Madlyn Rhue"
1571,actor Robert Reardon
1572,"Robert B. Weide producer,director,writer 1959-01-01"
1573,"actress,producer,soundtrack Vivica A. Fox 1964-01-01"
1574,Agnes Sligh Turnbull writer
1575,"production_manager,editor,producer 1916-01-01 1971-01-01 Daniel A. Nathan"
1576,"1942-01-01 Martin Scorsese producer,director,actor"
1577,1 62 Es f?hrt kein Weg zur?ck 0 1 Drama Es f?hrt kein Weg zur?ck 1963-01-01
1578,1982-01-01 1917-01-01 actor Baynes Barron
1579,actor Stefan Schnabel 1912-01-01 1999-01-01
1580,Adventure Vendetta Vendetta 0 1961-01-01 3 3 60
1581,"Dieter Lemmel director,writer,producer 1924-01-01"
1582,0 M?ns Nathanaelson g?star M?ns Nathanaelson g?star Comedy 2019-01-01 4 3
1583,30 The Man Who Couldn't Smile 0 Drama 8 The Man Who Couldn't Smile 1961-01-01 25
1584,"30 1 The Circuit 0 The Circuit 28 Adventure,Drama,Family 1961-01-01"
1585,"1 Drama,Sport,Western 0 17 1963-01-01 A Matter of Percentage A Matter of Percentage"
1586,"Roberto Bangura 1962-01-01 director,writer,editor"
1587,producer Sandip Senan
1588,Elizabeth Bennett actress 1944-01-01
1589,"1900-01-01 actor,soundtrack 1970-01-01 Preston Foster"
1590,actress Nancy Gilbert
1591,2 30 1954-01-01 Dr. Juliet 0 2 Dr. Juliet Drama
1592,Daniel Stemer actor
1593,"Docventures Docventures Documentary,Talk-Show 2013-01-01 0"
1594,"Marc Sheffler writer,miscellaneous,actor"
1595,"Dehl Berti actor,writer 1921-01-01 1991-01-01"
1596,Michael Conrad actor 1983-01-01 1925-01-01
1597,"actor,writer 1996-01-01 1917-01-01 John Beradino"
1598,"Danny Breen 1950-01-01 producer,writer,actor 2017-01-01"
1599,1 Adventure Pat Hand 1962-01-01 0 Pat Hand 3
1600,"Inti Herrera producer,production_manager,assistant_director"
1601,"Robert Bockstael actor,director,writer"
1602,1948-01-01 actress Patty Ann Gerrity 1991-01-01
1603,"writer,soundtrack,music_department Lawrence Edward Watkin 1901-01-01 1981-01-01"
1604,2 Adventure 0 24 The Jonah Stone The Jonah Stone 1961-01-01 60
1605,"actress,miscellaneous Sarah Evans"
1606,"miscellaneous,actress Meg Watters"
1607,"John Clive actor,director,music_department 2012-01-01 1933-01-01"
1608,Steve Liebmann actor 1944-01-01
1609,1935-01-01 actress Ingrid Resch
1610,1935-01-01 Edwin Hodgeman actor
1611,2004-01-01 1 Death in Slaughter Stream 8 0 48 Death in Slaughter Stream Documentary
1612,actor Alexander Hegarth 1984-01-01 1923-01-01
1613,"Sally Gray writer,actress,producer"
1614,1971-01-01 actor Thomas Gomez 1905-01-01
1615,1926-01-01 writer Margaret Laurence 1987-01-01
1616,actor Henry Brown
1617,30 1957-01-01 A Dollar's Worth 0 A Dollar's Worth 1 Drama 5
1618,"producer,writer,actor 2015-01-01 1963-01-01 Sean Whitesell"
1619,"actor,miscellaneous 1962-01-01 1889-01-01 Vladimir Sokoloff"
1620,"2012-01-01 Larry Hagman actor,producer,director 1931-01-01"
1621,"1932-01-01 Roger Dumas actor,soundtrack,miscellaneous 2016-01-01"
1622,Philip Bourneuf actor 1908-01-01 1979-01-01
1623,"Michael Cumming director,writer,producer"
1624,2 Adventure Man Eater 0 Man Eater 17 1961-01-01 60
1625,"1883-01-01 1930-01-01 Lon Chaney actor,director,writer"
1626,Andrew Hunt
1627,actor 1994-01-01 Steven Keats 1945-01-01
1628,"writer,producer,actor Jay Tarses 1939-01-01"
1629,"Albena Katerinska editor,editorial_department,sound_department"
1630,30 The End of the Week 0 12 Drama 1956-01-01 The End of the Week 4
1631,"Patrick Westwood actor,miscellaneous 2017-01-01 1924-01-01"
1632,Andy Gertsner
1633,Kristin Stanford
1634,"1 Happy Ordinary Day 19 2016-01-01 Animation,Comedy,Family 0 Happy Ordinary Day"
1635,"Maryann Towne actress,miscellaneous"
1636,"1951-01-01 actor,soundtrack Tito Valverde"
1637,30 1 Adventure Long Live the Sultan 30 1962-01-01 0 Long Live the Sultan
1638,Im Ye-jin actress
1639,"actor,soundtrack,miscellaneous 2016-01-01 1925-01-01 Hugh O'Brian"
1640,The Forbidden Sea 1 Adventure 1960-01-01 0 The Forbidden Sea 25 60
1641,"1917-01-01 actress,miscellaneous Paula Dehelly 2008-01-01"
1642,"actor,soundtrack,miscellaneous 1937-01-01 Bobby Driscoll 1968-01-01"
1643,"cinematographer,camera_department,director Manfred Ensinger 1929-01-01"
1644,"actor,soundtrack 1980-01-01 Raymond Bailey 1904-01-01"
1645,costume_designer N. Yefanova
1646,"2010-01-01 Robert Ellenstein actor,director 1923-01-01"
1647,"Emily Whitesell producer,writer,miscellaneous 1964-01-01"
1648,"Patricia Clarkson actress,producer,soundtrack 1959-01-01"
1649,"producer,assistant_director,production_manager Peter Veverka"
1650,Rich Ackerman
1651,2003-01-01 Mark Allen actor 1920-01-01
1652,"Action,Adventure,Animation 1995-01-01 154 0 The Maxx 1995-01-01 The Maxx"
1653,Donald S. Sanford 2011-01-01 1918-01-01 writer
1654,Patricia Blair 2013-01-01 actress 1933-01-01
1655,2 Adventure Hill of Ghosts 30 0 Hill of Ghosts 1961-01-01 60
1656,Frank Campanella actor 1919-01-01 2006-01-01
1657,"1 Action,Adventure,Animation 22 2003-01-01 The Terrible Secret of Turtle Bay 0 The Terrible Secret of Turtle Bay 0"
1658,"White Lies 1996-01-01 Crime,Drama,Mystery 0 White Lies 6 5"
1659,"21 1999-01-01 Competitive Spirit Competitive Spirit 0 Animation,Comedy,Fantasy 5 3"
1660,30 1 Adventure Silent Threat 20 0 Silent Threat 1958-01-01
1661,2018-01-01 Finding Farideh Documentary 88 Finding Farideh 0
1662,"director,producer,sound_department 1946-01-01 Barbara Kopple"
1663,"Pat Harrison production_manager,actor,location_management"
1664,Noa Ben-Artzi writer
1665,Fernando Fiore actor
1666,"actor,writer 1961-01-01 Claes Malmberg"
1667,30 The Count of Ten 1 1954-01-01 0 Drama The Count of Ten 25
1668,Sh?suke Tanihara 1972-01-01 actor
1669,actor 1928-01-01 Allen Jaffe 1989-01-01
1670,"Paul Reiser actor,writer,producer 1956-01-01"
1671,1969-01-01 actress Karen Bernstein
1672,1921-01-01 actor 2008-01-01 Preston Hanson
1673,"writer,script_department 1906-01-01 1995-01-01 Edwin Blum"
1674,"1977-01-01 Max Mellin production_designer,art_director 1904-01-01"
1675,"director,art_department,writer John Dahl 1956-01-01"
1676,"Randy Krehbiel camera_department,cinematographer"
1677,"1900-01-01 writer,miscellaneous 1966-01-01 Cyril Hume"
1678,1988-01-01 Konstantin Iliev composer 1924-01-01
1679,"actor,writer James G. Richardson 1983-01-01 1945-01-01"
1680,"Gary Hickeson composer,sound_department"
1681,"production_designer,costume_designer Ljiljana Pejcinovic"
1682,"1970-01-01 75 Play for Today Comedy,Drama 0 1984-01-01 Play for Today"
1683,"1977-01-01 Nassim Al Fakir actor,soundtrack"
1684,Dana Medrick? 1983-01-01 actress 1920-01-01
